Txn Ref Number,Account Number,Date Time,Description,Withdrawals,Credit
TXN4002668,573064860,13-07-2025 05:05,Grocery Purchase,1080.53,
TXN4002669,635153307,03-07-2025 04:09,Restaurant Bill,584.05,
TXN4002670,560058708,07-09-2025 01:27,Grocery Purchase,2204.06,
TXN4002671,957129235,05-05-2025 05:26,Mutual Fund SIP,12145.14,
TXN4002672,192139634,03-01-2025 16:41,Freelance Payment,,20264.30
TXN4002673,635153307,19-07-2025 14:24,Investment Dividend,,4038.83
TXN4002674,957129235,06-01-2025 03:38,Freelance Payment,,26275.22
TXN4002675,635153307,30-03-2025 10:23,Swiggy Instamart,1059.54,
TXN4002676,259331851,08-07-2025 03:44,Restaurant Bill,2178.62,
TXN4002677,957129235,06-07-2025 03:04,Salary Deposit,,82311.04
TXN4002678,259331851,12-08-2025 09:27,Subscription Renewal,814.91,
TXN4002679,578818953,13-09-2025 11:54,Investment Dividend,,9354.48
TXN4002680,544914915,12-04-2025 17:49,Insurance Premium,13365.81,
TXN4002681,957129235,13-05-2025 21:31,Online Shopping - Amazon,1353.23,
TXN4002682,305218736,24-05-2025 18:42,Fuel Expense,1846.78,
TXN4002683,544914915,22-01-2025 03:11,Refund - Online Purchase,,3640.02
TXN4002684,259331851,18-06-2025 03:16,Transfer to Friend,4817.47,
TXN4002685,573064860,27-04-2025 04:28,Zomato Order,1495.45,
TXN4002686,957129235,29-09-2025 16:10,Zomato Order,1141.24,
TXN4002687,192139634,06-06-2025 22:26,Insurance Premium,10700.70,
TXN4002688,305218736,22-01-2025 12:45,Interest Credit,,227.49
TXN4002689,544914915,16-08-2025 00:21,Online Shopping - Amazon,3402.60,
TXN4002690,560058708,22-01-2025 12:25,Online Shopping - Flipkart,2828.02,
TXN4002691,635153307,25-02-2025 17:46,Mutual Fund SIP,4086.85,
TXN4002692,544914915,02-06-2025 13:13,Grocery Purchase,969.30,
TXN4002693,957129235,19-03-2025 07:27,UPI Payment,1113.77,
TXN4002694,560058708,13-02-2025 07:41,Fuel Expense,1271.80,
TXN4002695,635153307,19-04-2025 00:38,Salary Deposit,,48814.38
TXN4002696,259331851,13-08-2025 08:33,Interest Credit,,97.26
TXN4002697,957129235,24-03-2025 10:29,Investment Dividend,,7734.45
TXN4002698,259331851,02-06-2025 04:40,Zomato Order,243.92,
TXN4002699,573064860,28-09-2025 23:20,Subscription Renewal,1204.59,
TXN4002700,560058708,04-02-2025 08:15,Fuel Expense,2971.01,
TXN4002701,192139634,09-06-2025 16:10,Freelance Payment,,21755.13
TXN4002702,305218736,27-05-2025 08:26,Subscription Renewal,446.23,
TXN4002703,305218736,14-03-2025 12:01,Fuel Expense,3335.84,
TXN4002704,578818953,24-02-2025 09:26,Interest Credit,,241.25
TXN4002705,573064860,23-09-2025 06:11,Mutual Fund SIP,2439.62,
TXN4002706,573064860,29-07-2025 18:34,Salary Deposit,,96445.27
TXN4002707,259331851,10-09-2025 08:17,Salary Deposit,,44375.45
TXN4002708,544914915,18-07-2025 16:55,Fuel Expense,1149.90,
TXN4002709,305218736,24-09-2025 11:30,Restaurant Bill,3000.37,
TXN4002710,544914915,06-04-2025 16:56,Transfer to Friend,11657.82,
TXN4002711,957129235,10-09-2025 03:38,Restaurant Bill,3593.25,
TXN4002712,578818953,06-06-2025 02:11,Investment Dividend,,10518.12
TXN4002713,578818953,26-03-2025 06:31,Fuel Expense,3837.90,
TXN4002714,259331851,25-04-2025 17:40,UPI Payment,2393.63,
TXN4002715,544914915,30-10-2025 03:15,Grocery Purchase,3371.85,
TXN4002716,305218736,15-03-2025 09:09,Mutual Fund SIP,7053.67,
TXN4002717,305218736,19-04-2025 19:33,Grocery Purchase,4734.56,
TXN4002718,635153307,11-01-2025 01:00,Zomato Order,1018.90,
TXN4002719,544914915,17-08-2025 22:48,Insurance Premium,8704.53,
TXN4002720,578818953,29-04-2025 10:20,Salary Deposit,,78828.81
TXN4002721,259331851,03-04-2025 08:07,ATM Withdrawal,15468.63,
TXN4002722,544914915,16-09-2025 14:36,UPI Payment,2563.48,
TXN4002723,578818953,06-05-2025 03:16,Swiggy Instamart,1151.08,
TXN4002724,544914915,09-03-2025 19:50,Online Shopping - Amazon,2316.51,
TXN4002725,924583611,01-03-2025 03:53,Grocery Purchase,867.03,
TXN4002726,560058708,14-04-2025 13:09,Freelance Payment,,23761.32
TXN4002727,957129235,12-01-2025 19:15,Subscription Renewal,1041.47,
TXN4002728,192139634,23-10-2025 07:09,Swiggy Instamart,1193.55,
TXN4002729,957129235,16-04-2025 12:15,Grocery Purchase,3219.38,
TXN4002730,192139634,02-08-2025 22:29,Online Shopping - Flipkart,2381.47,
TXN4002731,573064860,13-05-2025 06:49,Fuel Expense,2713.15,
TXN4002732,560058708,20-10-2025 04:01,Utility Bill - Electricity,1906.71,
TXN4002733,578818953,17-04-2025 19:54,UPI Payment,2137.72,
TXN4002734,560058708,23-04-2025 02:23,Subscription Renewal,1483.23,
TXN4002735,635153307,22-05-2025 09:40,Subscription Renewal,538.41,
TXN4002736,192139634,26-04-2025 13:04,Zomato Order,983.20,
TXN4002737,573064860,24-10-2025 15:53,Insurance Premium,7183.36,
TXN4002738,578818953,27-10-2025 16:31,Mutual Fund SIP,10538.79,
TXN4002739,192139634,23-08-2025 18:34,Refund - Online Purchase,,3442.42
TXN4002740,957129235,11-06-2025 21:36,Swiggy Instamart,1082.52,
TXN4002741,573064860,12-01-2025 14:49,Investment Dividend,,1101.33
TXN4002742,259331851,23-06-2025 18:50,Online Shopping - Flipkart,1496.17,
TXN4002743,924583611,30-08-2025 22:09,Subscription Renewal,1034.38,
TXN4002744,259331851,12-10-2025 20:01,Online Shopping - Flipkart,982.23,
TXN4002745,544914915,24-07-2025 15:15,Refund - Online Purchase,,4774.99
TXN4002746,957129235,24-08-2025 04:48,UPI Payment,2234.56,
TXN4002747,578818953,13-03-2025 18:12,Mutual Fund SIP,3454.89,
TXN4002748,957129235,13-01-2025 14:59,Online Shopping - Amazon,887.82,
TXN4002749,635153307,16-10-2025 11:31,Transfer to Friend,15973.21,
TXN4002750,192139634,28-07-2025 08:29,Freelance Payment,,9229.89
TXN4002751,635153307,04-04-2025 16:47,Swiggy Instamart,1090.47,
TXN4002752,305218736,04-02-2025 02:29,Fuel Expense,2494.36,
TXN4002753,957129235,13-04-2025 20:47,Utility Bill - Electricity,1493.94,
TXN4002754,573064860,13-09-2025 02:22,Restaurant Bill,2105.35,
TXN4002755,560058708,31-07-2025 01:30,Freelance Payment,,25766.02
TXN4002756,305218736,09-08-2025 00:39,Restaurant Bill,1880.40,
TXN4002757,305218736,15-08-2025 09:54,ATM Withdrawal,10623.54,
TXN4002758,635153307,03-03-2025 06:33,Subscription Renewal,530.68,
TXN4002759,259331851,18-09-2025 19:19,Online Shopping - Amazon,5753.01,
TXN4002760,305218736,24-02-2025 06:06,Utility Bill - Electricity,1091.11,
TXN4002761,192139634,24-04-2025 17:46,Insurance Premium,9405.57,
TXN4002762,544914915,30-09-2025 17:13,Freelance Payment,,14808.62
TXN4002763,305218736,11-07-2025 00:27,Swiggy Instamart,1276.76,
TXN4002764,957129235,08-10-2025 16:19,Salary Deposit,,94413.48
TXN4002765,635153307,09-03-2025 12:18,Investment Dividend,,2853.24
TXN4002766,578818953,23-05-2025 08:24,Investment Dividend,,11578.34
TXN4002767,259331851,14-01-2025 17:20,Fuel Expense,577.19,
TXN4002768,578818953,15-04-2025 10:50,Salary Deposit,,69346.13
TXN4002769,924583611,19-05-2025 00:18,Grocery Purchase,539.03,
TXN4002770,924583611,17-10-2025 19:10,Grocery Purchase,3111.56,
TXN4002771,192139634,05-10-2025 22:04,Subscription Renewal,365.55,
TXN4002772,924583611,09-02-2025 16:31,Fuel Expense,1519.94,
TXN4002773,573064860,06-02-2025 03:30,Fuel Expense,2563.38,
TXN4002774,544914915,24-01-2025 22:06,ATM Withdrawal,9701.49,
TXN4002775,635153307,25-05-2025 14:22,Cash Deposit,,37424.11
TXN4002776,573064860,01-04-2025 11:29,Investment Dividend,,8920.27
TXN4002777,544914915,17-02-2025 07:28,Zomato Order,548.36,
TXN4002778,259331851,21-06-2025 05:12,Interest Credit,,129.95
TXN4002779,578818953,04-03-2025 09:54,Restaurant Bill,2821.38,
TXN4002780,924583611,14-03-2025 16:58,Utility Bill - Electricity,2693.64,
TXN4002781,544914915,10-01-2025 01:29,Restaurant Bill,3670.71,
TXN4002782,573064860,04-04-2025 05:54,Insurance Premium,8174.53,
TXN4002783,544914915,25-04-2025 13:42,Restaurant Bill,3858.68,
TXN4002784,305218736,04-07-2025 00:34,Utility Bill - Electricity,1524.51,
TXN4002785,259331851,22-02-2025 10:43,Salary Deposit,,84720.26
TXN4002786,305218736,20-02-2025 23:49,UPI Payment,2300.83,
TXN4002787,635153307,20-10-2025 16:24,Interest Credit,,233.37
TXN4002788,573064860,04-10-2025 06:26,UPI Payment,176.78,
TXN4002789,957129235,01-02-2025 23:48,Zomato Order,690.83,
TXN4002790,635153307,20-03-2025 02:46,Interest Credit,,129.22
TXN4002791,635153307,17-02-2025 23:42,Transfer to Friend,23976.61,
TXN4002792,259331851,22-04-2025 20:44,Online Shopping - Amazon,3363.61,
TXN4002793,192139634,14-02-2025 19:57,ATM Withdrawal,11972.87,
TXN4002794,305218736,11-04-2025 11:42,Transfer to Friend,24975.80,
TXN4002795,560058708,09-08-2025 03:01,Insurance Premium,6476.37,
TXN4002796,957129235,07-09-2025 17:20,Salary Deposit,,84131.32
TXN4002797,192139634,09-05-2025 11:25,Refund - Online Purchase,,5837.12
TXN4002798,192139634,11-08-2025 19:22,Freelance Payment,,21648.02
TXN4002799,957129235,22-03-2025 11:40,Online Shopping - Flipkart,1901.06,
TXN4002800,635153307,15-08-2025 16:46,UPI Payment,1863.25,
TXN4002801,560058708,03-10-2025 13:06,Insurance Premium,7799.29,
TXN4002802,544914915,07-07-2025 18:22,Salary Deposit,,45935.00
TXN4002803,573064860,21-05-2025 15:59,Freelance Payment,,10903.81
TXN4002804,957129235,03-08-2025 06:51,Restaurant Bill,1068.82,
TXN4002805,259331851,17-05-2025 10:07,Fuel Expense,1997.85,
TXN4002806,259331851,03-10-2025 03:10,Subscription Renewal,569.58,
TXN4002807,259331851,16-04-2025 13:38,Cash Deposit,,53301.80
TXN4002808,573064860,04-07-2025 16:57,Fuel Expense,2422.09,
TXN4002809,957129235,12-06-2025 17:31,Swiggy Instamart,1225.16,
TXN4002810,259331851,19-06-2025 16:43,Salary Deposit,,91557.87
TXN4002811,259331851,04-02-2025 04:20,Salary Deposit,,64070.19
TXN4002812,305218736,10-03-2025 02:34,UPI Payment,2666.03,
TXN4002813,924583611,17-06-2025 17:38,Grocery Purchase,4552.68,
TXN4002814,578818953,22-02-2025 14:51,Online Shopping - Flipkart,927.61,
TXN4002815,259331851,20-08-2025 06:34,Investment Dividend,,1985.19
TXN4002816,957129235,18-06-2025 10:03,Freelance Payment,,26848.88
TXN4002817,635153307,11-02-2025 12:14,Utility Bill - Electricity,1766.75,
TXN4002818,573064860,22-03-2025 20:32,Salary Deposit,,47921.57
TXN4002819,578818953,14-08-2025 20:05,Zomato Order,510.74,
TXN4002820,635153307,07-01-2025 23:42,Insurance Premium,14783.66,
TXN4002821,578818953,04-07-2025 05:19,Online Shopping - Amazon,777.34,
TXN4002822,924583611,27-02-2025 09:18,Online Shopping - Flipkart,2367.93,
TXN4002823,192139634,05-05-2025 21:34,Insurance Premium,8986.00,
TXN4002824,924583611,06-08-2025 14:38,Insurance Premium,2695.29,
TXN4002825,924583611,03-10-2025 14:13,Zomato Order,1188.84,
TXN4002826,259331851,06-02-2025 16:56,Refund - Online Purchase,,4088.63
TXN4002827,305218736,29-04-2025 00:43,Investment Dividend,,4785.86
TXN4002828,305218736,05-03-2025 22:48,Restaurant Bill,2634.42,
TXN4002829,560058708,21-05-2025 17:24,Transfer to Friend,24378.82,
TXN4002830,635153307,29-07-2025 21:00,Transfer to Friend,15797.61,
TXN4002831,259331851,14-07-2025 18:37,Restaurant Bill,979.03,
TXN4002832,259331851,18-04-2025 08:39,Salary Deposit,,89316.35
TXN4002833,573064860,09-02-2025 14:44,Subscription Renewal,833.04,
TXN4002834,635153307,10-03-2025 14:57,Subscription Renewal,604.36,
TXN4002835,259331851,16-03-2025 21:44,Interest Credit,,166.00
TXN4002836,305218736,17-06-2025 17:21,Swiggy Instamart,1771.52,
TXN4002837,957129235,08-10-2025 07:45,ATM Withdrawal,4389.79,
TXN4002838,573064860,14-09-2025 20:32,Restaurant Bill,837.95,
TXN4002839,560058708,22-01-2025 21:58,UPI Payment,1436.81,
TXN4002840,578818953,22-10-2025 18:46,Online Shopping - Amazon,5830.81,
TXN4002841,635153307,24-02-2025 20:03,Freelance Payment,,12758.06
TXN4002842,578818953,30-09-2025 02:41,Transfer to Friend,20662.53,
TXN4002843,305218736,16-03-2025 01:52,Refund - Online Purchase,,1221.58
TXN4002844,305218736,07-07-2025 15:05,Online Shopping - Amazon,5450.26,
TXN4002845,192139634,09-06-2025 05:06,Refund - Online Purchase,,3034.39
TXN4002846,305218736,12-10-2025 17:14,Interest Credit,,464.40
TXN4002847,573064860,24-02-2025 07:49,Fuel Expense,1892.63,
TXN4002848,259331851,15-06-2025 12:04,Zomato Order,299.61,
TXN4002849,560058708,21-05-2025 11:19,Refund - Online Purchase,,5043.16
TXN4002850,192139634,16-05-2025 22:20,Online Shopping - Amazon,2523.02,
TXN4002851,192139634,09-02-2025 17:49,Grocery Purchase,2311.10,
TXN4002852,259331851,20-10-2025 18:34,Fuel Expense,2040.15,
TXN4002853,924583611,17-02-2025 02:23,Salary Deposit,,76099.01
TXN4002854,957129235,11-07-2025 06:44,Salary Deposit,,75413.08
TXN4002855,573064860,17-04-2025 16:04,ATM Withdrawal,10477.43,
TXN4002856,578818953,05-03-2025 17:14,Online Shopping - Amazon,1455.45,
TXN4002857,544914915,13-07-2025 06:13,Interest Credit,,70.22
TXN4002858,259331851,08-04-2025 20:44,Fuel Expense,2240.60,
TXN4002859,544914915,10-09-2025 22:56,Transfer to Friend,12052.77,
TXN4002860,573064860,25-09-2025 13:46,ATM Withdrawal,8197.27,
TXN4002861,560058708,27-09-2025 02:34,Salary Deposit,,93796.83
TXN4002862,635153307,25-01-2025 23:53,Subscription Renewal,1401.51,
TXN4002863,560058708,28-01-2025 17:06,Fuel Expense,3551.87,
TXN4002864,573064860,26-03-2025 13:43,Freelance Payment,,7093.48
TXN4002865,544914915,17-10-2025 02:52,Refund - Online Purchase,,6593.26
TXN4002866,560058708,18-06-2025 15:06,Insurance Premium,9801.89,
TXN4002867,544914915,11-06-2025 20:47,Grocery Purchase,3689.21,
TXN4002868,259331851,16-06-2025 03:12,Restaurant Bill,2961.53,
TXN4002869,924583611,02-03-2025 02:26,Online Shopping - Amazon,4044.61,
TXN4002870,924583611,31-10-2025 14:42,Transfer to Friend,7536.56,
TXN4002871,578818953,02-06-2025 13:55,Fuel Expense,2617.55,
TXN4002872,957129235,14-10-2025 09:18,Mutual Fund SIP,7259.68,
TXN4002873,544914915,01-01-2025 19:54,Restaurant Bill,3189.48,
TXN4002874,259331851,10-03-2025 13:46,Interest Credit,,284.33
TXN4002875,924583611,09-05-2025 14:14,Zomato Order,871.01,
TXN4002876,560058708,08-06-2025 02:31,Swiggy Instamart,1534.80,
TXN4002877,578818953,22-08-2025 21:34,ATM Withdrawal,18489.82,
TXN4002878,957129235,02-07-2025 08:06,Online Shopping - Amazon,436.06,
TXN4002879,259331851,09-03-2025 18:53,Freelance Payment,,6753.64
TXN4002880,305218736,08-10-2025 21:33,UPI Payment,1475.40,
TXN4002881,192139634,24-01-2025 09:35,Online Shopping - Amazon,5032.84,
TXN4002882,544914915,16-04-2025 06:26,Utility Bill - Electricity,3090.50,
TXN4002883,924583611,23-06-2025 11:08,Online Shopping - Flipkart,2569.59,
TXN4002884,192139634,10-07-2025 17:10,ATM Withdrawal,1026.98,
TXN4002885,305218736,10-07-2025 09:06,Interest Credit,,404.86
TXN4002886,544914915,01-09-2025 12:49,Refund - Online Purchase,,5926.96
TXN4002887,192139634,02-03-2025 06:20,Cash Deposit,,32143.77
TXN4002888,259331851,07-02-2025 17:21,Online Shopping - Flipkart,4859.50,
TXN4002889,305218736,10-04-2025 18:08,UPI Payment,1664.59,
TXN4002890,544914915,11-02-2025 00:30,Subscription Renewal,1392.18,
TXN4002891,192139634,16-05-2025 17:22,Grocery Purchase,773.99,
TXN4002892,578818953,07-09-2025 00:50,Interest Credit,,408.45
TXN4002893,573064860,28-02-2025 04:12,Refund - Online Purchase,,4442.84
TXN4002894,635153307,19-06-2025 14:58,Subscription Renewal,559.07,
TXN4002895,544914915,13-10-2025 17:08,Online Shopping - Amazon,1925.25,
TXN4002896,560058708,30-10-2025 14:19,Subscription Renewal,1036.55,
TXN4002897,957129235,06-10-2025 08:41,UPI Payment,1882.63,
TXN4002898,924583611,29-06-2025 11:08,Transfer to Friend,10974.39,
TXN4002899,192139634,08-05-2025 15:45,ATM Withdrawal,12251.99,
TXN4002900,560058708,17-02-2025 15:40,Refund - Online Purchase,,3319.80
TXN4002901,560058708,16-02-2025 03:16,UPI Payment,1742.92,
TXN4002902,957129235,15-04-2025 21:00,Investment Dividend,,4219.66
TXN4002903,259331851,12-09-2025 07:40,Subscription Renewal,1214.25,
TXN4002904,578818953,15-05-2025 14:08,Grocery Purchase,1650.68,
TXN4002905,192139634,10-03-2025 03:54,ATM Withdrawal,13316.35,
TXN4002906,635153307,05-08-2025 00:47,Fuel Expense,1327.84,
TXN4002907,544914915,31-07-2025 10:11,Restaurant Bill,1111.75,
TXN4002908,560058708,22-06-2025 21:44,Interest Credit,,418.93
TXN4002909,957129235,19-01-2025 09:05,Freelance Payment,,15777.97
TXN4002910,957129235,26-08-2025 02:57,UPI Payment,2413.76,
TXN4002911,924583611,20-05-2025 07:23,ATM Withdrawal,14332.11,
TXN4002912,544914915,23-06-2025 22:43,Fuel Expense,1637.76,
TXN4002913,192139634,24-09-2025 13:10,Fuel Expense,3060.26,
TXN4002914,259331851,08-01-2025 19:04,Grocery Purchase,473.38,
TXN4002915,544914915,28-02-2025 05:49,Restaurant Bill,1848.79,
TXN4002916,560058708,21-05-2025 12:39,Online Shopping - Amazon,3070.92,
TXN4002917,259331851,17-09-2025 20:31,Mutual Fund SIP,8484.97,
TXN4002918,924583611,29-04-2025 10:32,Restaurant Bill,3342.15,
TXN4002919,957129235,08-03-2025 12:58,Utility Bill - Electricity,3590.03,
TXN4002920,957129235,04-07-2025 03:57,Interest Credit,,69.33
TXN4002921,957129235,01-04-2025 13:10,Insurance Premium,8904.16,
TXN4002922,573064860,22-10-2025 14:29,Cash Deposit,,41272.43
TXN4002923,560058708,11-06-2025 01:49,Swiggy Instamart,1092.96,
TXN4002924,573064860,20-10-2025 22:34,Restaurant Bill,1531.09,
TXN4002925,544914915,16-10-2025 14:31,ATM Withdrawal,17445.45,
TXN4002926,259331851,27-02-2025 19:15,Insurance Premium,11941.58,
TXN4002927,635153307,25-09-2025 15:59,Freelance Payment,,17893.94
TXN4002928,192139634,25-04-2025 18:04,Zomato Order,561.11,
TXN4002929,573064860,02-07-2025 07:30,Fuel Expense,1768.22,
TXN4002930,578818953,13-07-2025 09:55,Salary Deposit,,54192.99
TXN4002931,192139634,16-05-2025 14:15,Zomato Order,1146.72,
TXN4002932,635153307,27-01-2025 17:09,Investment Dividend,,1584.08
TXN4002933,924583611,05-08-2025 09:18,Salary Deposit,,50914.52
TXN4002934,560058708,03-09-2025 22:26,Zomato Order,988.62,
TXN4002935,578818953,07-04-2025 12:02,Grocery Purchase,449.37,
TXN4002936,578818953,18-06-2025 00:01,ATM Withdrawal,15535.70,
TXN4002937,578818953,13-05-2025 07:42,Interest Credit,,399.39
TXN4002938,578818953,12-07-2025 11:32,Salary Deposit,,66234.63
TXN4002939,957129235,26-10-2025 01:59,Freelance Payment,,10387.34
TXN4002940,544914915,05-07-2025 02:04,Swiggy Instamart,580.94,
TXN4002941,305218736,03-05-2025 01:24,Swiggy Instamart,333.60,
TXN4002942,635153307,15-06-2025 18:28,Fuel Expense,3699.03,
TXN4002943,544914915,08-06-2025 09:06,Cash Deposit,,50730.16
TXN4002944,259331851,22-01-2025 06:20,Freelance Payment,,13586.91
TXN4002945,544914915,06-02-2025 17:27,Restaurant Bill,803.84,
TXN4002946,259331851,30-01-2025 11:17,Online Shopping - Flipkart,3215.98,
TXN4002947,305218736,09-01-2025 23:24,Zomato Order,859.51,
TXN4002948,578818953,30-01-2025 19:54,Online Shopping - Flipkart,2261.65,
TXN4002949,924583611,22-03-2025 00:54,Cash Deposit,,17565.13
TXN4002950,259331851,20-02-2025 07:33,Mutual Fund SIP,8798.18,
TXN4002951,305218736,24-08-2025 15:55,Utility Bill - Electricity,2613.82,
TXN4002952,635153307,23-07-2025 21:42,Interest Credit,,202.36
TXN4002953,305218736,05-08-2025 09:54,Refund - Online Purchase,,5811.56
TXN4002954,305218736,09-09-2025 19:03,Insurance Premium,6150.41,
TXN4002955,573064860,02-03-2025 12:00,Utility Bill - Electricity,2709.22,
TXN4002956,635153307,28-03-2025 00:47,Cash Deposit,,20480.40
TXN4002957,578818953,08-05-2025 10:46,Mutual Fund SIP,6526.73,
TXN4002958,635153307,14-06-2025 20:28,Cash Deposit,,17777.65
TXN4002959,573064860,21-10-2025 11:44,Insurance Premium,11378.21,
TXN4002960,578818953,09-02-2025 09:43,Grocery Purchase,3450.05,
TXN4002961,560058708,16-05-2025 07:04,Grocery Purchase,4186.76,
TXN4002962,305218736,17-06-2025 17:03,Refund - Online Purchase,,6047.87
TXN4002963,259331851,23-03-2025 18:45,Fuel Expense,2730.31,
TXN4002964,192139634,07-09-2025 00:01,Utility Bill - Electricity,1926.41,
TXN4002965,305218736,11-04-2025 16:41,Utility Bill - Electricity,1459.62,
TXN4002966,305218736,16-08-2025 01:06,Mutual Fund SIP,5660.12,
TXN4002967,957129235,16-05-2025 08:19,Grocery Purchase,2680.33,
TXN4002968,305218736,15-01-2025 22:34,Salary Deposit,,68023.88
TXN4002969,924583611,16-05-2025 18:54,Online Shopping - Flipkart,1618.00,
TXN4002970,924583611,16-09-2025 18:07,Cash Deposit,,5606.64
TXN4002971,578818953,08-10-2025 10:58,Subscription Renewal,1218.94,
TXN4002972,578818953,23-06-2025 21:22,Interest Credit,,96.96
TXN4002973,957129235,16-10-2025 03:17,Interest Credit,,401.15
TXN4002974,573064860,01-04-2025 19:08,Grocery Purchase,750.68,
TXN4002975,578818953,27-02-2025 16:57,Fuel Expense,2313.90,
TXN4002976,259331851,23-05-2025 13:30,Grocery Purchase,4174.07,
TXN4002977,305218736,21-05-2025 03:41,Transfer to Friend,6202.66,
TXN4002978,578818953,13-06-2025 10:22,Freelance Payment,,25342.42
TXN4002979,573064860,18-10-2025 21:07,Freelance Payment,,14935.78
TXN4002980,544914915,03-07-2025 08:04,Swiggy Instamart,721.57,
TXN4002981,635153307,18-04-2025 21:08,Grocery Purchase,4469.09,
TXN4002982,192139634,02-03-2025 01:25,Online Shopping - Flipkart,3323.10,
TXN4002983,924583611,21-01-2025 06:17,Investment Dividend,,6315.08
TXN4002984,635153307,03-06-2025 21:49,Online Shopping - Amazon,984.30,
TXN4002985,957129235,17-06-2025 05:20,UPI Payment,140.61,
TXN4002986,924583611,24-01-2025 00:53,Salary Deposit,,88839.26
TXN4002987,957129235,11-01-2025 15:25,Interest Credit,,290.38
TXN4002988,305218736,23-08-2025 15:57,Interest Credit,,251.29
TXN4002989,192139634,22-05-2025 08:39,Cash Deposit,,15318.15
TXN4002990,305218736,08-05-2025 22:07,Freelance Payment,,28666.64
TXN4002991,544914915,25-10-2025 14:44,Zomato Order,670.54,
TXN4002992,560058708,11-10-2025 08:27,Investment Dividend,,1914.26
TXN4002993,635153307,24-03-2025 18:08,Transfer to Friend,13143.25,
TXN4002994,192139634,01-03-2025 20:25,Swiggy Instamart,844.72,
TXN4002995,924583611,13-08-2025 03:30,Salary Deposit,,54398.58
TXN4002996,635153307,13-09-2025 02:52,Interest Credit,,59.76
TXN4002997,957129235,04-05-2025 21:21,Insurance Premium,9803.49,
TXN4002998,305218736,12-07-2025 20:27,Restaurant Bill,3300.23,
TXN4002999,957129235,11-03-2025 18:47,Online Shopping - Amazon,5571.21,
TXN4003000,635153307,05-06-2025 03:01,Investment Dividend,,3578.75
TXN4003001,578818953,01-04-2025 05:55,Interest Credit,,464.08
TXN4003002,192139634,03-02-2025 18:04,Refund - Online Purchase,,4957.01
TXN4003003,578818953,28-05-2025 21:51,Insurance Premium,2330.51,
TXN4003004,578818953,25-05-2025 01:22,Restaurant Bill,2213.14,
TXN4003005,560058708,05-09-2025 01:14,Utility Bill - Electricity,1702.69,
TXN4003006,560058708,02-03-2025 11:30,Online Shopping - Flipkart,2503.45,
TXN4003007,578818953,02-05-2025 20:50,Swiggy Instamart,823.75,
TXN4003008,544914915,12-10-2025 23:56,Online Shopping - Amazon,1831.32,
TXN4003009,578818953,06-01-2025 19:39,Salary Deposit,,70521.10
TXN4003010,957129235,26-01-2025 19:58,Transfer to Friend,4905.46,
TXN4003011,544914915,07-04-2025 04:10,Utility Bill - Electricity,2242.73,
TXN4003012,560058708,23-04-2025 03:35,Mutual Fund SIP,3337.68,
TXN4003013,305218736,19-02-2025 13:01,Cash Deposit,,13534.42
TXN4003014,924583611,12-08-2025 00:49,Fuel Expense,1973.77,
TXN4003015,924583611,20-09-2025 07:34,Grocery Purchase,1027.57,
TXN4003016,544914915,11-06-2025 22:49,ATM Withdrawal,15599.85,
TXN4003017,578818953,12-10-2025 05:30,Online Shopping - Flipkart,2816.83,
TXN4003018,635153307,11-01-2025 09:35,Mutual Fund SIP,3201.49,
TXN4003019,544914915,28-06-2025 09:00,Transfer to Friend,7379.72,
TXN4003020,259331851,28-06-2025 00:21,Transfer to Friend,19778.04,
TXN4003021,573064860,07-08-2025 09:47,Investment Dividend,,11030.68
TXN4003022,573064860,13-09-2025 21:40,Insurance Premium,13824.32,
TXN4003023,305218736,04-05-2025 12:10,Investment Dividend,,2493.16
TXN4003024,957129235,12-05-2025 18:56,Fuel Expense,3953.15,
TXN4003025,192139634,29-03-2025 21:42,ATM Withdrawal,15283.78,
TXN4003026,957129235,15-10-2025 15:00,Fuel Expense,2933.34,
TXN4003027,635153307,27-04-2025 12:33,ATM Withdrawal,7667.48,
TXN4003028,635153307,19-05-2025 23:08,Cash Deposit,,53817.06
TXN4003029,305218736,21-05-2025 16:26,Fuel Expense,1213.44,
TXN4003030,635153307,15-05-2025 00:02,ATM Withdrawal,9980.13,
TXN4003031,924583611,06-08-2025 15:58,Transfer to Friend,4057.69,
TXN4003032,573064860,29-01-2025 10:08,Insurance Premium,6847.64,
TXN4003033,305218736,13-08-2025 23:14,Zomato Order,1418.68,
TXN4003034,957129235,04-06-2025 00:16,ATM Withdrawal,6167.72,
TXN4003035,544914915,19-09-2025 16:16,Interest Credit,,196.27
TXN4003036,635153307,03-07-2025 13:53,Zomato Order,1373.60,
TXN4003037,924583611,08-10-2025 12:19,Freelance Payment,,14232.49
TXN4003038,560058708,24-06-2025 05:50,Zomato Order,566.41,
TXN4003039,544914915,06-08-2025 11:49,Swiggy Instamart,594.64,
TXN4003040,305218736,08-08-2025 05:18,Online Shopping - Flipkart,606.62,
TXN4003041,305218736,22-01-2025 13:38,UPI Payment,1573.26,
TXN4003042,259331851,29-03-2025 00:01,Zomato Order,460.56,
TXN4003043,259331851,01-07-2025 21:08,Mutual Fund SIP,10473.47,
TXN4003044,192139634,04-02-2025 07:21,Fuel Expense,949.78,
TXN4003045,192139634,01-10-2025 01:20,Fuel Expense,1771.48,
TXN4003046,924583611,06-01-2025 15:12,Salary Deposit,,50957.52
